,RA,DEC,z,mstar,plugmag_r,specmag_r,flux,flux_plugmag,comoving_distance,completeness,environment,cluster_mass,cluster_name
1075,148.35353,-0.9050097,0.13750066,10.617773,18.8997,18.088242,0.00021120452,0.00010002811,588.6877486368575,0.8733324302038298,Field,,
1076,148.38496,-0.94142973,0.083253555,10.633832,17.7427,17.056187,0.0005464168,0.00029034953,361.2329756024612,0.9421568308562859,Field,,
1077,148.22293,-0.73857737,0.13628428,10.810297,19.0558,17.890755,0.00025333662,8.6632186e-05,583.6570479100311,0.8962160941215815,Field,,
1078,148.36572,-1.0232385,0.1467323,10.005333,18.5437,17.837446,0.00026608488,0.000138842,626.763464990955,0.9022524050475043,Field,,
1080,148.24883,-0.80775744,0.10719786,10.909583,19.1188,17.99628,0.0002298722,8.174878e-05,462.410007607979,0.8837263842988303,Field,,
1081,148.26686,-0.78332895,0.08944994,10.75349,18.4888,17.42766,0.00038809475,0.00014604282,387.53360526315447,0.933425321831434,Field,,
1082,148.25221,-0.77420294,0.08906108,10.344138,18.2468,17.259956,0.0004529156,0.00018250722,385.8854943212817,0.9385488522468918,Field,,
1083,148.23767,-0.7919833,0.08978136,11.323681,17.3138,16.228018,0.001171635,0.00043100223,388.93799583538834,0.9470694052979332,Field,,
1084,148.2798,-1.0609262,0.08355071,10.97713,17.9433,16.909483,0.0006254686,0.00024136867,362.49610966341777,0.9437493421780756,Field,,
1085,148.23213,-0.86359614,0.1460121,10.847773,18.4817,17.761202,0.0002854438,0.00014700163,623.7996433218491,0.9103948567462453,Field,,
1086,148.90845,0.008763303,0.08472473,10.531496,19.294,18.30212,0.00017344144,6.956672e-05,367.4848228657605,0.8653120875930933,Field,,
1087,148.85664,-0.059159696,0.08821983,10.976488,17.7789,17.06355,0.0005427241,0.00028082807,382.3189021197622,0.9420566752869606,Field,,
1089,148.87361,-0.29058415,0.13543688,10.795023,18.6975,17.73099,0.0002934983,0.00012050342,580.1504897948525,0.9132818463208028,Field,,
1090,148.97948,-0.19030593,0.020946944,10.279026,17.3319,16.505926,0.00090704375,0.00042387636,92.25159770714292,0.946259020310204,Field,,
1091,148.84251,-0.044114154,0.085250944,10.801019,17.9399,17.187897,0.0004839953,0.00024212459,369.719868959048,0.9400773027618496,Field,,
1093,148.87996,-0.46726397,0.03220713,10.275687,16.8483,16.198124,0.0012043411,0.0006617268,141.46634936118932,0.9471367316864864,Field,,
1094,148.79166,-0.021022616,0.085212715,10.636407,18.7189,17.870121,0.00025819693,0.00011815149,369.5575144048166,0.8986859725831179,Field,,
1095,148.95363,-0.097142816,0.08395238,11.619203,16.4959,15.78054,0.0017692273,0.00091546006,364.20325654947004,0.9476611891670194,Field,,
1096,148.9724,0.09480866,0.08464247,10.1499405,19.252,18.35367,0.00016539887,7.231051e-05,367.13536844673024,0.8686422528145011,Field,,
1097,148.8482,-0.5873222,0.13775796,11.02185,18.6013,17.735392,0.00029231096,0.00013166855,589.7514705222289,0.9128376492608614,Field,,
1098,148.84264,-0.07873674,0.08793307,10.276596,19.0808,18.309883,0.0001722058,8.4660154e-05,381.10281130851376,0.8656462626491339,Field,,
1100,148.77557,-0.14121193,0.07679157,10.497685,17.8499,17.144318,0.0005038165,0.0002630511,333.71775370211435,0.9408439033292487,Field,,
1101,148.81068,0.16484644,0.21489806,11.271377,19.1031,17.995865,0.00022996104,8.293965e-05,902.1798821150702,0.8837769770672548,Field,,
1102,148.9548,-0.0020917873,0.1248562,10.496627,18.6359,17.880775,0.00025567604,0.00012753824,536.2366697912614,0.8974089656782313,Field,,
1103,148.91534,-0.09673571,0.21603957,11.302936,18.8709,17.859612,0.0002607083,0.00010271613,906.7058628502732,0.8998110119814577,Field,,
1104,148.13724,-1.1731879,0.32737085,11.607788,19.4992,18.079788,0.00021285552,5.7586498e-05,1334.51341155698,0.8742488523552806,Field,,
1105,148.21426,-1.0016696,0.09255239,10.528835,18.3027,17.618874,0.00032542518,0.00017334931,400.6711645404449,0.9227348855307377,Field,,
1106,147.94455,-1.22337,0.12190723,10.962957,18.7613,17.622269,0.0003244092,0.00011362684,523.9542463656331,0.922461036392889,Field,,
1107,148.09525,-1.1431803,0.048764262,9.315481,19.6302,18.956495,9.4929615e-05,5.1041327e-05,213.35105938459748,0.8432763718994966,Field,,
1108,147.92786,-0.95696056,0.09202483,11.052415,17.8327,16.83672,0.00066882366,0.00026725137,398.438622907945,0.9444028790896821,Field,,
1109,148.12154,-1.0319943,0.16215958,11.121676,18.7547,17.919302,0.0002467622,0.000114319606,689.9804943493333,0.8928269263117777,Field,,
1110,148.01224,-1.2109547,0.085583106,11.049708,17.8273,16.752064,0.0007230575,0.0002685845,371.1303965047149,0.9450264545901218,Field,,
1111,148.2123,-1.1734604,0.08359117,10.832132,18.2813,17.139835,0.0005059007,0.00017679846,362.66810023087515,0.940923299403573,Field,,
1112,147.991,-1.1068001,0.074591935,10.243177,17.8013,16.789558,0.0006985174,0.0002750932,324.3313892844571,0.9447750832298162,Field,,
1113,148.06218,-0.66082466,0.13304909,10.899002,18.7248,17.653046,0.00031534155,0.00011751134,570.2613952151496,0.9200572775185202,Field,,
1114,148.00632,-1.0176983,0.108011976,10.783052,18.2067,17.42879,0.000387691,0.0001893734,465.8284615733676,0.9333821788428798,Field,,
1115,148.0682,-0.7047762,0.06630035,10.589502,17.5698,16.613327,0.00082161627,0.00034047067,288.85677383385695,0.9458082926218061,Field,,
1117,148.0022,-0.78406215,0.13286604,10.506886,18.8298,17.853607,0.00026215496,0.00010667972,569.5027977267654,0.9004857273738472,Field,,
1118,147.96518,-0.9493433,0.092297144,10.075497,19.2716,18.623936,0.0001289508,7.101667e-05,399.5910693836801,0.8728347646917232,Field,,
1119,148.00552,-0.7680499,0.13908137,10.98275,18.8918,17.814909,0.00027166662,0.00010075825,595.2204714658857,0.9047847413580089,Field,,
1120,148.04897,-0.852063,0.13324752,11.232628,17.9077,17.035545,0.0005569072,0.00024941418,571.0837036927157,0.9424100063342912,Field,,
1121,148.03294,-1.1427995,0.08339076,10.450201,18.1373,17.1931,0.0004816818,0.000201874,361.81622028011776,0.9399734584745749,Field,,
1123,148.54938,-0.06612528,0.047588896,9.488363,19.1398,18.539682,0.000139357,8.018247e-05,208.26704466165975,0.8746331002013306,Field,,
1124,148.47823,-0.5442346,0.08953901,10.511936,18.2793,17.585924,0.0003354524,0.00017712488,387.9110413343197,0.9250486755147869,Field,,
1125,148.67172,-0.3712658,0.1626469,10.978986,19.1965,18.143745,0.00020067887,7.610254e-05,691.9690187395423,0.8678227451401155,Field,,
1126,148.42036,-0.2319675,0.12684889,10.971747,18.4235,17.391853,0.00040110506,0.00015509626,544.525593440775,0.9347720375109686,Field,,
1128,148.50575,-0.11386407,0.1273127,10.770327,18.3669,17.623213,0.00032412575,0.00016339605,546.4536675797987,0.9223846372765148,Field,,
1129,148.65765,-0.5998433,0.16424048,11.34871,18.5823,17.670773,0.0003102369,0.00013399262,698.4679468340651,0.9186036858576251,Field,,
1130,148.7289,0.18885939,0.094444595,10.069413,19.236,18.362595,0.00016404463,7.338387e-05,408.6737198851969,0.8690692890695119,Field,,
1131,148.43474,-0.09046433,0.083688915,10.77691,17.9739,17.201157,0.00047811988,0.00023466127,363.0835423184419,0.9398034673481025,Field,,
1132,148.59294,-0.19599728,0.21357968,11.420966,18.4339,17.444998,0.0003819449,0.00015361776,896.9490633422911,0.9327114916653648,Field,,
1133,148.67969,-0.02510088,0.0842066,10.1740465,18.8549,18.153362,0.00019890993,0.00010424173,365.28353491032306,0.8670778735448625,Field,,
1134,148.60004,0.12917036,0.15091643,10.956486,18.6261,17.569416,0.0003405903,0.00012869507,643.9599855496348,0.9260988948521269,Field,,
1135,148.59,0.15324382,0.15046349,10.611161,19.0621,18.100119,0.00020890652,8.613142e-05,642.1002784318376,0.8720675919280877,Field,,
1136,148.69238,0.042002603,0.10353798,9.73715,19.0501,18.161121,0.00019749194,8.708843e-05,447.0246869581361,0.8664368125315635,Field,,
1137,148.72794,-0.37073055,0.16420642,11.758071,18.4485,17.326397,0.000426032,0.0001515651,698.3290842898225,0.9368154223335331,Field,,
1139,148.10352,-0.46224293,0.10698104,10.233776,18.6533,17.898296,0.00025158367,0.00012551117,461.4993497126238,0.895341617862727,Field,,
1140,148.21834,-0.2766462,0.08190352,10.2789345,18.7515,17.706509,0.00030019117,0.00011465649,355.49185204301824,0.9155014566006401,Field,,
1142,148.18303,-0.058259826,0.045653347,10.626868,17.0749,16.436556,0.00096689264,0.00053708313,199.88854764565005,0.9465076467841085,Field,,
1143,148.13318,-0.52455896,0.14585993,11.637349,17.9563,17.048845,0.00055012736,0.0002384962,623.1732777560151,0.9422398547708325,Field,,
1144,148.13564,-0.3423445,0.065439485,10.442895,18.3385,17.340416,0.00042056642,0.00016772578,285.1653104437546,0.9364087547629942,Field,,
1145,148.11417,-0.49295285,0.107195735,10.83843,18.3753,17.506172,0.00036102007,0.00016213651,462.4010895899183,0.9298040144445142,Field,,
1146,148.32486,0.11508665,0.16360573,11.048803,18.6201,17.477198,0.0003707851,0.00012940749,695.87998759222,0.9312611045203926,Field,,
1147,148.40569,-0.04101394,0.11103552,10.595798,18.5399,17.792679,0.00027728625,0.00013932824,478.51174767624184,0.9071425488004118,Field,,
1148,148.24054,0.11791934,0.082344234,10.163639,18.6691,17.69769,0.0003026401,0.00012369764,357.36645613243996,0.9163338733825745,Field,,
1149,148.34596,-0.16596411,0.14624764,11.056827,17.6829,16.903286,0.00062905264,0.00030679,624.7690861142321,0.943806610923558,Field,,
1150,148.28258,0.04857023,0.14577115,10.862555,19.25,18.23216,0.00018498463,7.24437e-05,622.8078133232616,0.8635320706456124,Field,,
1152,148.12515,-0.41786912,0.051774938,10.556233,17.6095,16.687664,0.00076724734,0.00032824575,226.36038560760474,0.9454222208237159,Field,,
1153,148.23615,-0.17441481,0.14577377,11.108846,18.2919,17.529903,0.00035321602,0.00017508153,622.8186094291925,0.928501875353724,Field,,
1154,148.08476,-0.14661638,0.22748822,11.291151,19.5008,18.528301,0.0001408256,5.750158e-05,951.9418919746137,0.8743985016649911,Field,,
1155,147.8307,-0.17603576,0.03704123,9.11881,19.4798,18.80706,0.00010893718,5.862484e-05,162.51352300082928,0.8613673962463465,Field,,
1156,147.72827,0.13585898,0.08011292,10.237959,18.1101,17.166485,0.00049363624,0.00020699504,347.871221071515,0.9404761483690548,Field,,
1157,147.92467,-0.23894113,0.06465202,9.972538,18.7125,17.634256,0.00032084706,0.000118850425,281.7871992945255,0.9215166756474049,Field,,
1158,148.05022,-0.086273804,0.32719636,11.440336,19.5988,18.393124,0.0001594972,5.2538777e-05,1333.8638888735234,0.8709380777668977,Field,,
1160,147.86307,-0.16839547,0.12580217,10.678321,18.7139,17.839863,0.00026549306,0.00011869759,540.1726801963185,0.901993989725239,Field,,
1162,147.78786,0.009850198,0.1327755,11.038693,18.2861,17.274841,0.0004467499,0.00017601905,569.1275480270658,0.9381833260581901,Field,,
1163,147.90346,-0.3177735,0.079256296,10.6497755,17.9995,16.930876,0.00061326637,0.00022919175,344.2230904055845,0.9435603905476723,Field,,
1164,147.69322,0.13053617,0.06914463,10.010613,18.7641,17.8022,0.00027486493,0.00011333429,301.0421591103562,0.9061163459096552,Field,,
1165,147.85776,-0.04388436,0.074482515,9.783442,19.0798,18.42805,0.0001544478,8.473864e-05,323.8642026935819,0.8731115978915032,Field,,
1166,147.89961,-0.21525091,0.08503481,10.4416685,19.0145,17.890797,0.00025332658,8.999095e-05,368.8019282322223,0.8962108291334983,Field,,
1167,147.79347,0.12325749,0.092794396,10.661999,18.1741,17.196533,0.00048016105,0.00019514593,401.69507532232245,0.9399036292998901,Field,,
1168,147.73988,0.15970834,0.08043766,10.271907,17.9811,17.17187,0.00049119466,0.0002331092,349.25379820345734,0.9403705839561357,Field,,
1169,148.07759,-0.12739408,0.06468253,10.648376,17.3679,16.702381,0.00075691217,0.0004100554,281.91810751443404,0.9453315685646388,Field,,
1170,147.81046,0.046493486,0.13332514,10.689938,18.9201,17.85683,0.00026137667,9.81663e-05,571.4053299095406,0.9001015393361428,Field,,
1171,147.74867,0.11584035,0.08062341,10.363827,18.4101,17.446745,0.00038132977,0.0001570215,350.0445251758189,0.932632903866035,Field,,
1172,147.77579,0.05411649,0.080204874,9.930161,19.224,18.332237,0.00016869651,7.419957e-05,348.2627403950254,0.8671682658009718,Field,,
1174,147.7552,-0.8680667,0.09103828,10.64784,17.9827,17.238365,0.00046201257,0.00023276547,394.26210770789083,0.9390442709339031,Field,,
1175,147.87054,-0.9582067,0.16104992,11.198268,18.1857,17.29102,0.00044014008,0.00019307269,685.4506390153302,0.9377683037503307,Field,,
1176,147.70857,-0.88775027,0.2714575,11.77568,18.7357,17.661003,0.00031303993,0.00011633746,1123.0205504860694,0.9193774274791681,Field,,
